payment_id,invoice_id,payment_date,amount_paid,discount_applied
PAY-3348,INV-3407,2026-03-22,480535.85,0.00
PAY-2973,INV-3006,10-11-2026,,0.00
PAY-5882,INV-6000,2026-03-31,73422.74,967.30
PAY-5777,INV-5889,2025-11-26,798430.59,565.63
PAY-5641,INV-5746,2026-07-22,1219724.38,0.00
PAY-1188,INV-1195,2026-09-29,798572.58,0.00
PAY-6652,INV-6767,2025-12-24,867376.99,0.00
PAY-5367,INV-5474,2026-03-10,1280129.73,29458.02
PAY-5078,INV-5181,2026-10-06,111270.75,10748.48
PAY-4890,INV-4979,2025-12-14,1341465.90,42502.02
PAY-4376,INV-4453,2026-12-31,902785.79,0.00
PAY-6051,INV-6161,2026-05-16,1729323.42,48626.90
PAY-2994,INV-3026,2025-06-16,1613262.98,0.00
PAY-5487,INV-5594,2025-06-27,1662155.70,0.00
PAY-3683,INV-3742,2025-10-05,116104.97,0.00
PAY-1438,INV-1451,2026-03-13,1141752.05,0.00
PAY-1700,INV-1714,,1973769.45,0.00
PAY-1697,INV-1711,2026-10-10,281689.96,0.00
PAY-7318,INV-7442,2026-08-06,540774.97,0.00
PAY-6083,INV-6198,2026-01-18,737814.06,45718.05
PAY-2924,INV-2956,2026-04-10,450502.76,23144.62
PAY-2879,INV-2909,2026-11-06,1195723.21,0.00
PAY-5572,INV-5675,2025-10-13,296699.20,0.00
PAY-5385,INV-5492,2026-02-25,1820789.71,0.00
PAY-2705,INV-2722,2026-11-23,888918.04,0.00
PAY-5044,INV-5140,2026-01-04,996425.29,0.00
PAY-5507,INV-5613,2025-11-28,1430193.29,27719.82
PAY-1053,INV-1054,2026-02-30,1289495.55,31021.46
PAY-6340,INV-6451,2026-01-09,566068.13,0.00
PAY-1353,INV-1363,2026-03-08,196879.98,0.00
PAY-4642,INV-4732,2026-04-29,607316.54,60809.86
PAY-5618,INV-5721,2027-01-24,1983367.88,8041.45
PAY-1127,INV-1134,2026-10-03,1312141.75,0.00
PAY-2285,INV-2309,2026-09-08,37511.89,503.96
PAY-1929,INV-1951,2025-09-18,1219923.23,0.00
PAY-4609,INV-4697,2026-11-16,,0.00
PAY-7364,INV-7486,2025-08-16,1684667.23,13068.30
PAY-4249,INV-4325,2026-05-29,1736233.89,0.00
PAY-5300,INV-5407,2026-02-03,1797072.37,0.00
PAY-4663,INV-4751,2026-09-13,528135.91,0.00
PAY-5271,INV-5375,2026-11-23,912653.78,0.00
PAY-1636,INV-1652,2026-03-12,407595.85,1891.45
PAY-7192,INV-7317,2026-06-09,321397.40,0.00
PAY-3843,INV-3906,,372701.41,0.00
PAY-2064,INV-2085,2025-12-06,746633.35,0.00
PAY-2175,INV-2195,2026-05-08,132330.91,0.00
PAY-4165,INV-4241,2026-11-13,,0.00
PAY-5737,INV-5852,2026-08-03,106768.73,0.00
PAY-7382,INV-9141,2026-01-20,209618.28,0.00
PAY-5746,INV-5859,2026-07-29,1435611.27,28430.25
PAY-6473,INV-6595,2026-09-05,105462.45,0.00
PAY-6289,INV-6404,2025-11-26,,12559.01
PAY-6758,INV-6869,2026-08-07,1917223.44,11174.74
PAY-1447,INV-1460,2026-07-27,640530.53,6161.86
PAY-5433,INV-5535,2026-09-27,224127.26,0.00
PAY-4857,INV-4949,2025-12-19,462601.76,0.00
PAY-3042,INV-3075,2026-11-08,860700.21,36567.69
PAY-4818,INV-4908,2026-02-03,1381159.94,0.00
PAY-1345,INV-1356,,18508.90,574.45
PAY-5258,INV-5363,2025-10-14,313187.62,0.00
PAY-2145,INV-2166,2026-04-15,246546.46,0.00
PAY-5342,INV-5450,2025-12-28,525456.37,7455.68
PAY-1132,INV-1138,2026-10-06,923186.83,0.00
PAY-5977,INV-6089,2026-11-28,1558300.87,0.00
PAY-2375,INV-2404,,370787.10,16422.06
PAY-6104,INV-6213,2026-12-05,834931.08,4844.26
PAY-6751,INV-6864,2025-10-03,1787632.00,0.00
PAY-3172,INV-3232,2025-09-22,1161872.64,46548.54
PAY-2939,INV-2970,2026-01-16,359238.23,0.00
PAY-3622,INV-3682,2025-11-30,390545.11,
PAY-1389,INV-1400,,1177028.79,30578.18
PAY-1307,INV-1316,2026-05-07,204759.56,0.00
PAY-2649,INV-2670,2025-09-08,476017.29,10382.00
PAY-5687,INV-5797,2026-05-29,-1672384.42,0.00
PAY-6842,INV-6960,2026-03-22,585999.39,17716.90
PAY-3379,INV-3443,2026-01-31,754296.88,36059.76
PAY-1984,INV-2011,2026-10-13,962532.31,20190.76
PAY-2814,INV-2839,2025-10-25,1274502.44,17227.48
PAY-3671,INV-3728,,1863881.72,0.00
PAY-1774,INV-1785,2027-01-05,921883.31,0.00
PAY-1351,INV-1361,2025-08-09,1046202.23,0.00
PAY-7170,INV-7295,2026-03-01,625775.81,0.00
PAY-2355,INV-2384,2026-01-15,1990909.73,0.00
PAY-4639,INV-4729,2025-12-21,1512073.15,62359.37
PAY-6385,INV-6499,2026-02-02,1753446.74,0.00
PAY-5133,INV-5237,2026-08-04,845886.11,34256.38
PAY-6785,INV-6896,2026-05-24,1232179.49,0.00
PAY-1851,INV-1864,2026-07-07,552178.34,28257.16
PAY-3148,INV-3203,2026-05-11,1855296.07,25295.05
PAY-2201,INV-2223,2026-05-12,25385.73,2788.95
PAY-2205,INV-2227,2026-05-17,56783.58,3026.94
PAY-6161,INV-6270,2026-10-31,707753.37,10089.71
PAY-6310,INV-6420,2025-07-26,1820654.97,0.00
PAY-2877,INV-2906,,1575293.53,0.00
PAY-3362,INV-3425,19-06-2026,440995.29,0.00
PAY-4579,INV-4664,2026-09-18,340477.49,22771.07
PAY-6374,INV-6488,2026-02-19,1997904.79,0.00
PAY-3089,INV-3126,2026-07-29,1210729.40,64638.02
PAY-7433,INV-9393,2026-11-01,437324.93,0.00
PAY-6412,INV-6528,2025-10-04,29568.95,0.00
PAY-1339,INV-1350,2026-09-06,377869.98,0.00
PAY-1522,INV-1529,2026-01-03,721091.42,0.00
PAY-1295,INV-1305,14-05-2026,315878.96,0.00
PAY-6435,INV-6552,2025-06-04,897128.75,0.00
PAY-7253,INV-7379,2026-01-23,271608.35,11913.97
PAY-4981,INV-5073,2027-01-01,139440.77,0.00
PAY-2144,INV-2165,2025-06-25,384651.30,0.00
PAY-5554,INV-5659,2026-02-01,600609.26,4767.99
PAY-3330,INV-3389,2026-12-17,1557981.96,0.00
PAY-4342,INV-4416,2025-12-14,664163.81,16579.43
PAY-3215,INV-3276,2026-01-04,369017.40,4773.07
PAY-4892,INV-4981,2026-06-22,1747510.75,62377.86
PAY-1006,INV-1006,2026-08-13,1090226.86,0.00
PAY-3382,INV-3447,2025-10-25,566515.97,5970.99
PAY-6297,INV-6410,2026-08-26,410069.14,0.00
PAY-4496,INV-4577,2026-07-23,1002119.42,39706.61
PAY-5289,INV-5394,2026-10-17,117817.65,0.00
PAY-4562,INV-4650,2025-09-20,651767.12,0.00
PAY-5172,INV-5279,2026-08-20,596604.91,0.00
PAY-6571,INV-6691,2026-04-19,1047011.04,0.00
PAY-4223,INV-4302,2026-10-31,596072.88,0.00
PAY-6922,INV-7042,2026-10-04,45395.55,138.96
PAY-3952,INV-4014,2026-09-10,1471896.44,0.00
PAY-4159,INV-4235,2025-07-12,611723.75,16067.27
PAY-4439,INV-4518,2026-07-20,1834015.65,0.00
PAY-1533,INV-1538,2025-08-20,1808334.34,51445.53
PAY-5656,INV-5761,2026-04-05,443572.77,0.00
PAY-5714,INV-5825,2026-04-27,194140.43,8727.10
PAY-5254,INV-5359,2026-02-27,213745.98,1588.67
PAY-6706,INV-6819,2026-11-28,981908.67,22289.02
PAY-5215,INV-5320,2026-11-22,256186.02,0.00
PAY-6216,INV-6331,2026-11-01,1816759.72,37710.98
PAY-5832,INV-5947,2025-11-13,-698025.42,36327.55
PAY-6406,INV-6521,2025-12-17,180998.09,0.00
PAY-3847,INV-3910,2025-08-05,1460263.68,19198.42
PAY-2921,INV-2952,2027-01-21,1223837.03,0.00
PAY-7078,INV-7198,2025-09-02,1211850.79,0.00
PAY-1220,INV-1227,2025-09-25,709332.20,0.00
PAY-1647,INV-1663,2025-10-12,829350.22,0.00
PAY-4737,INV-4816,2026-03-24,427168.31,29207.04
PAY-2163,INV-2183,2026-03-12,236439.04,0.00
PAY-2938,INV-2969,2026-02-09,1115405.77,0.00
PAY-5050,INV-5147,2026-01-12,1634294.82,0.00
PAY-3765,INV-3829,2026-11-18,1403086.20,0.00
PAY-5150,INV-5254,2026-12-22,1270362.92,0.00
PAY-5598,INV-5701,2025-12-03,-151545.29,
PAY-6504,INV-6628,2025-07-22,1114537.37,0.00
PAY-1105,INV-1109,2026-01-04,326995.78,
PAY-2146,INV-2167,2025-09-02,-62223.81,1416.47
PAY-4588,INV-4675,2026-04-30,47182.81,0.00
PAY-2108,INV-2128,2026-04-14,265390.44,2605.40
PAY-1554,INV-1561,2026-05-23,1903555.75,0.00
PAY-6799,INV-6912,2026-10-18,1503750.00,0.00
PAY-1454,INV-1466,2026-09-18,1659752.27,0.00
PAY-4510,INV-4592,2026-12-12,508302.35,31588.31
PAY-2941,INV-2971,2026-07-24,1217592.61,368.58
PAY-5513,INV-5620,2026-05-30,295944.92,24383.39
PAY-5637,INV-5742,2025-10-17,1397095.37,59200.60
PAY-5576,INV-5679,2026-06-17,953800.82,43703.91
PAY-5657,INV-5762,2026-05-12,1146784.15,0.00
PAY-2046,INV-2070,2027-02-09,828937.08,0.00
PAY-4139,INV-4210,2025-07-01,1853145.18,0.00
PAY-3770,INV-3835,2026-11-28,886254.98,66900.02
PAY-6358,INV-6471,2025-07-02,151440.10,0.00
PAY-6119,INV-6228,2025-10-29,568722.27,0.00
PAY-5809,INV-5921,2026-06-08,808617.78,0.00
PAY-2117,INV-2137,2025-12-21,920892.71,
PAY-1145,INV-1153,2025-06-22,901019.30,0.00
PAY-6563,INV-6679,2026-11-14,47849.20,0.00
PAY-2804,INV-2825,2026-12-11,1325443.81,0.00
PAY-5511,INV-5617,,749005.73,0.00
PAY-3316,INV-3379,2026-05-03,1465270.93,0.00
PAY-7316,INV-7440,2026-11-27,841449.71,0.00
PAY-5960,INV-6074,,618502.56,22595.72
PAY-7048,INV-7171,02-10-2026,137835.76,502.28
PAY-5311,INV-5416,2026-08-15,1318744.34,
PAY-5509,INV-5615,2026-02-20,,0.00
PAY-4038,INV-4102,2026-09-12,451207.87,60527.99
PAY-5721,INV-5830,2026-12-22,386012.23,0.00
PAY-6324,INV-6436,2026-06-26,1044281.60,47221.99
PAY-3377,INV-3441,,667449.84,696.97
PAY-2170,INV-2190,2026-07-03,889433.10,36272.21
PAY-1072,INV-1075,2026-05-25,1397979.05,34289.28
PAY-2519,INV-2534,2026-05-31,1828663.59,0.00
PAY-3451,INV-3517,2026-03-29,685393.78,0.00
PAY-1419,INV-1432,2026-07-01,507055.23,0.00
PAY-3359,INV-3421,2026-08-30,1902454.85,0.00
PAY-3792,INV-3857,2026-08-24,1215446.22,0.00
PAY-5305,INV-5411,2026-04-07,724545.35,
PAY-7330,INV-7453,,500593.37,0.00
PAY-4926,INV-5014,2025-06-19,963176.88,0.00
PAY-5492,INV-5598,2026-09-17,834634.49,15363.16
PAY-2338,INV-2364,2025-09-24,691815.62,0.00
PAY-3088,INV-3126,2026-07-23,630496.96,92619.82
PAY-3655,INV-3713,2026-01-10,905574.83,0.00
PAY-5177,INV-5283,2026-02-16,549239.22,0.00
PAY-3015,INV-3049,2027-01-09,586799.52,3683.24
PAY-7011,INV-7136,,842559.30,0.00
PAY-5798,INV-5911,2026-03-21,178434.39,0.00
PAY-5753,INV-5865,2026-06-29,1330317.72,0.00
PAY-1837,INV-1851,2025-10-13,1432290.68,0.00
PAY-2781,INV-2802,2026-05-02,697819.59,
PAY-3747,INV-3809,2027-01-22,1083195.97,0.00
PAY-3672,INV-3729,2026-05-20,511326.93,0.00
PAY-1417,INV-1430,2025-07-08,1519411.43,79552.95
PAY-3546,INV-3600,15-04-2026,1491312.56,0.00
PAY-7020,INV-7145,20-07-2025,1900190.47,33545.14
PAY-2719,INV-2734,2026-08-20,1512337.26,71907.31
PAY-1135,INV-1141,2026-04-23,330664.56,12088.96
PAY-6935,INV-7057,17-08-2026,659778.21,0.00
PAY-1759,INV-1769,2025-12-02,609313.15,9312.58
PAY-3719,INV-3779,2026-12-12,1166292.41,35306.38
PAY-3505,INV-3566,26-07-2026,649504.65,13348.93
PAY-6590,INV-6708,2026-10-23,1921601.85,0.00
PAY-1840,INV-1854,2026-07-10,1141770.19,0.00
PAY-4292,INV-4371,2026-01-06,227523.57,0.00
PAY-2276,INV-2300,2026-12-24,689270.79,12212.83
PAY-3461,INV-3525,2026-04-06,349456.84,0.00
PAY-4554,INV-4642,2027-02-08,978931.74,0.00
PAY-1242,INV-1249,2025-05-21,511988.54,
PAY-1623,INV-1637,2026-10-05,535094.27,1151.11
PAY-1536,INV-1540,2026-05-03,218915.09,0.00
PAY-6477,INV-6601,2026-04-21,1537988.95,0.00
PAY-3346,INV-3406,2026-03-07,1210095.83,63570.09
PAY-5326,INV-5431,2025-12-09,1917746.08,0.00
PAY-3207,INV-3269,2025-09-21,1742581.33,0.00
PAY-6585,INV-6703,2025-09-07,74675.29,0.00
PAY-6225,INV-6340,2025-10-06,1863334.85,59881.43
PAY-6263,INV-6376,2026-05-10,1737166.61,
PAY-5020,INV-5115,14-03-2026,543088.14,0.00
PAY-6665,INV-6781,2025-10-21,566235.25,0.00
PAY-3442,INV-3506,2026-01-18,57367.75,0.00
PAY-7406,INV-9263,2025-07-09,495360.58,0.00
PAY-5676,INV-5787,2026-05-16,990557.01,0.00
PAY-3657,INV-3715,2025-11-30,266890.83,3369.47
PAY-4035,INV-4100,2025-11-10,291512.17,6462.89
PAY-2441,INV-2460,2026-08-01,955181.13,0.00
PAY-2203,INV-2225,2026-06-17,1013126.31,0.00
PAY-3268,INV-3329,2026-08-06,1146516.88,0.00
PAY-4000,INV-4066,2026-10-29,561703.10,0.00
PAY-5510,INV-5616,2026-12-11,379546.26,0.00
PAY-3533,INV-3588,2026-05-06,238920.66,4914.45
PAY-4705,INV-4787,2025-06-17,1361439.21,0.00
PAY-5830,INV-5945,2025-06-05,744537.75,26313.62
PAY-2788,INV-2809,2026-01-12,64868.87,0.00
PAY-2847,INV-2875,2026-01-16,627117.27,11260.24
PAY-4492,INV-4574,14-09-2026,1104968.46,21140.96
PAY-3457,INV-3523,2025-06-04,832360.80,7938.14
PAY-4915,INV-5006,2025-10-15,1684478.31,52269.48
PAY-6934,INV-7057,2026-07-15,350118.67,0.00
PAY-3778,INV-3842,,839239.72,0.00
PAY-2397,INV-2425,2025-10-25,949887.27,0.00
PAY-2274,INV-2298,2026-01-17,1543038.20,55752.09
PAY-7219,INV-7347,2026-11-20,464574.30,0.00
PAY-4764,INV-4850,2026-05-10,561381.70,0.00
PAY-2824,INV-2850,2026-08-18,137309.81,0.00
PAY-4611,INV-4699,2026-02-20,644287.44,32222.92
PAY-5829,INV-5944,2026-03-21,1620971.13,0.00
PAY-2890,INV-2918,2026-01-07,1005016.45,18887.17
PAY-2730,INV-2746,2025-11-16,399942.90,0.00
PAY-2990,INV-3022,2025-10-27,1580763.82,0.00
PAY-1800,INV-1813,2025-11-01,224876.00,0.00
PAY-6721,INV-6835,2026-01-22,83210.86,211.68
PAY-1433,INV-1446,2025-12-31,967422.58,42744.24
PAY-3277,INV-3339,2026-01-19,444929.57,0.00
PAY-2581,INV-2598,2025-10-01,458390.60,0.00
PAY-4550,INV-4638,2026-04-15,1311267.23,58736.00
PAY-1445,INV-1458,2025-09-22,1055161.95,0.00
PAY-5159,INV-5264,2026-02-22,99063.70,0.00
PAY-2745,INV-2760,2026-06-13,153635.31,1332.38
PAY-3524,INV-3580,2025-06-14,1761231.56,0.00
PAY-6029,INV-6142,2025-07-30,164492.41,0.00
PAY-2769,INV-2787,2026-02-30,620297.98,0.00
PAY-3137,INV-3186,2025-10-11,1110447.85,
PAY-5536,INV-5641,2026-05-03,220436.41,0.00
PAY-1493,INV-1502,2025-08-09,909955.32,0.00
PAY-1899,INV-1917,2026-10-24,1227406.39,12811.24
PAY-2209,INV-2230,2026-01-12,790536.68,0.00
PAY-6867,INV-6982,2025-05-28,947237.52,10626.36
PAY-1951,INV-1973,2026-11-25,1121539.50,4674.44
PAY-5580,INV-5684,2026-10-09,893418.89,18348.59
PAY-6670,INV-6785,2026-09-20,1596180.17,
PAY-4475,INV-4557,2026-03-26,228189.77,3823.87
PAY-5803,INV-5915,2026-04-12,427508.85,20770.93
PAY-3895,INV-3961,2026-09-07,1238810.62,
PAY-2032,INV-2060,2026-10-19,701920.63,26905.20
PAY-5784,INV-5895,2026-03-12,1137913.48,0.00
PAY-1627,INV-1642,2026-04-17,1031064.51,34963.55
PAY-7098,INV-7217,2025-11-05,1483220.60,0.00
PAY-5272,INV-5376,2026-01-11,354953.28,0.00
PAY-6583,INV-6701,2026-11-29,1871568.88,0.00
PAY-4328,INV-4402,2026-06-06,451029.79,22496.59
PAY-1299,INV-1309,2025-11-19,674103.58,0.00
PAY-2372,INV-2401,2025-10-30,65549.23,0.00
PAY-3470,INV-3534,2026-08-21,618147.64,0.00
PAY-7264,INV-7390,2026-01-19,208996.41,0.00
PAY-4845,INV-4934,2025-10-08,377807.46,0.00
PAY-1204,INV-1209,2026-08-29,1654604.40,0.00
PAY-6973,INV-7095,2025-08-07,946056.39,0.00
PAY-1511,INV-1519,2026-08-03,486420.40,
PAY-3334,INV-3393,2025-07-15,1927152.67,0.00
PAY-5602,INV-5706,,1325812.38,0.00
PAY-5467,INV-5574,2027-01-20,1709468.12,0.00
PAY-6008,INV-6120,2025-08-14,284839.20,2769.94
PAY-4913,INV-5004,2026-01-18,349085.54,0.00
PAY-4025,INV-4091,2026-06-22,449861.90,23068.81
PAY-5502,INV-5609,04-01-2026,676610.40,0.00
PAY-2013,INV-2043,2026-09-04,1887166.51,0.00
PAY-1859,INV-1875,2026-10-23,576095.62,0.00
PAY-7450,INV-9249,2025-10-07,475957.33,0.00
PAY-6368,INV-6482,2026-12-14,197445.76,7536.93
PAY-6983,INV-7104,2026-09-09,377435.80,0.00
PAY-6292,INV-6407,2026-07-03,547084.21,5808.70
PAY-3929,INV-3991,2026-11-23,826896.74,44311.17
PAY-5361,INV-5468,2025-07-26,54671.93,1293.40
PAY-2687,INV-2707,2026-12-10,108755.78,4666.86
PAY-2222,INV-2241,2026-04-20,906668.25,6743.42
PAY-6414,INV-6529,2026-01-17,483607.32,0.00
PAY-2125,INV-2144,2025-12-11,1878873.66,0.00
PAY-6432,INV-6546,2026-08-25,692713.58,35235.92
PAY-5994,INV-6107,2026-02-07,814087.92,0.00
PAY-4882,INV-4972,2026-11-22,916079.28,0.00
PAY-1279,INV-1287,2026-06-27,443694.67,0.00
PAY-1561,INV-1570,2026-08-02,298320.13,0.00
PAY-3761,INV-3824,2026-05-07,1460653.64,0.00
PAY-1378,INV-1389,2026-11-13,586737.51,-27403.19
PAY-1915,INV-1935,2026-04-03,712317.48,33217.18
PAY-4289,INV-4367,2025-09-02,123480.06,0.00
PAY-5696,INV-5806,2026-08-12,130794.49,13827.97
PAY-2073,INV-2093,2025-12-02,6864.57,0.00
PAY-7066,INV-7187,2026-11-07,1073689.04,0.00
PAY-7161,INV-7283,2026-09-29,186909.72,3166.58
PAY-2353,INV-2383,2026-09-19,822647.72,0.00
PAY-4999,INV-5093,2026-05-27,1518897.78,0.00
PAY-7155,INV-7278,2026-04-21,542422.64,33244.98
PAY-4015,INV-4080,2026-04-22,1998082.14,0.00
PAY-1352,INV-1362,05-05-2026,648092.09,0.00
PAY-7348,INV-7468,2025-07-18,822227.11,0.00
PAY-5666,INV-5774,2025-11-15,1687893.02,64187.52
PAY-2291,INV-2315,2025-08-29,,0.00
PAY-2616,INV-2637,2026-02-04,1586992.81,0.00
PAY-3256,INV-3317,2026-05-18,1265211.04,61063.09
PAY-4304,INV-4380,2026-06-03,436228.07,0.00
PAY-1411,INV-1423,2026-01-24,651942.30,0.00
PAY-2325,INV-2349,2026-07-05,1884755.26,
PAY-2380,INV-2407,2026-02-09,418748.41,11406.06
PAY-6527,INV-6647,2025-08-22,478782.90,19121.65
PAY-5679,INV-5791,2026-12-02,415982.80,19666.01
PAY-5064,INV-5165,2026-12-02,359522.14,0.00
PAY-1602,INV-1616,2025-06-13,1840447.58,92670.15
PAY-2168,INV-2188,2025-05-13,1481852.12,0.00
PAY-7103,INV-7224,,324592.05,-133.22
PAY-6908,INV-7031,2026-07-01,515258.25,5585.74
PAY-6329,INV-6441,2026-10-24,191712.49,0.00
PAY-1420,INV-1432,2026-06-17,371297.28,0.00
PAY-4088,INV-4156,2026-07-28,353396.24,0.00
PAY-7131,INV-7250,2026-08-24,,0.00
PAY-5802,INV-5914,2025-09-21,1375063.16,49675.36
PAY-4529,INV-4615,2025-11-13,397738.17,5660.92
PAY-7014,INV-7140,2026-03-30,1991113.28,0.00
PAY-6854,INV-6970,2027-02-07,1987769.05,0.00
PAY-5256,INV-5361,2026-12-17,1103906.83,0.00
PAY-7180,INV-7304,,122631.72,4520.71
PAY-5410,INV-5514,2026-06-23,499530.46,14673.92
PAY-4244,INV-4321,2026-01-11,557097.33,17715.22
PAY-2929,INV-2961,2026-10-05,1981510.79,0.00
PAY-7377,INV-9114,2026-02-24,348863.00,0.00
PAY-5165,INV-5271,2025-08-07,914927.84,0.00
PAY-6470,INV-6592,2026-07-29,1681610.44,0.00
PAY-6410,INV-6527,2026-11-13,497847.84,0.00
PAY-5693,INV-5803,2025-06-20,47080.34,0.00
PAY-5638,INV-5743,2026-08-04,427140.53,0.00
PAY-1922,INV-1942,2025-07-06,1586121.68,0.00
PAY-4277,INV-4353,2026-10-15,639543.56,0.00
PAY-6739,INV-6852,15-10-2025,1331083.38,45840.67
PAY-5221,INV-5325,2026-01-01,155175.54,0.00
PAY-5720,INV-5829,2026-04-03,62719.45,3450.46
PAY-2950,INV-2980,2025-08-21,62740.97,3216.12
PAY-1095,INV-1097,2026-09-12,932115.55,8010.21
PAY-4211,INV-4287,2026-01-22,1839912.58,0.00
PAY-7352,INV-7472,2025-11-23,351042.95,11153.10
PAY-7432,INV-9001,2026-06-16,250690.33,0.00
PAY-4314,INV-4390,2025-10-13,1059988.01,
PAY-1257,INV-1267,2026-06-17,72024.88,0.00
PAY-1390,INV-1401,2025-11-06,553690.24,0.00
PAY-5659,INV-5767,2026-08-24,1631927.92,78062.21
PAY-1097,INV-1099,2025-07-18,1372847.14,0.00
PAY-6634,INV-6749,2026-06-18,675055.74,0.00
PAY-2014,INV-2044,2026-05-09,725220.04,70515.26
PAY-2238,INV-2260,2026-08-15,153270.98,382.53
PAY-1495,INV-1505,2025-12-20,1507202.42,30776.33
PAY-2605,INV-2622,2025-06-12,1245323.49,0.00
PAY-1430,INV-1443,2025-12-15,1159736.40,0.00
PAY-4546,INV-4635,2025-09-29,1353144.12,0.00
PAY-6235,INV-6351,2025-07-06,143689.29,
PAY-2746,INV-2762,2026-08-03,76202.25,2490.12
PAY-3769,INV-3834,2025-07-19,621408.18,0.00
PAY-3305,INV-3371,2025-07-08,1100302.09,0.00
PAY-1509,INV-1517,2026-10-16,1487092.95,
PAY-2007,INV-2035,2025-07-28,345444.92,0.00
PAY-5011,INV-5104,,1249802.96,0.00
PAY-2111,INV-2130,2026-07-21,646783.02,31231.84
PAY-2831,INV-2856,2027-01-12,499387.60,0.00
PAY-6283,INV-6398,2026-07-31,1216705.20,14845.53
PAY-5226,INV-5331,2026-07-14,581902.63,44452.20
PAY-2324,INV-2348,2026-06-04,234944.14,21947.38
PAY-4325,INV-4400,20-09-2026,369126.18,0.00
PAY-5946,INV-6058,2026-08-05,1051788.98,36289.89
PAY-1175,INV-1182,2026-12-24,397965.64,0.00
PAY-1466,INV-1477,2025-06-18,1463111.60,33823.40
PAY-3999,INV-4066,2026-10-12,996858.62,0.00
PAY-4104,INV-4173,2026-11-08,1549514.65,0.00
PAY-3517,INV-3576,,56890.86,99.27
PAY-1581,INV-1593,2026-12-13,1528984.31,20833.54
PAY-1834,INV-1847,2026-03-16,1607722.85,29678.72
PAY-5840,INV-5953,2025-11-21,1349509.04,0.00
PAY-2034,INV-2062,2025-11-25,1738001.84,4998.19
PAY-1616,INV-1629,2027-01-30,1120684.69,0.00
PAY-2411,INV-2436,2025-10-15,87426.82,3358.94
PAY-5080,INV-5183,2025-10-29,,85820.23
PAY-5896,INV-6013,2026-04-17,1033797.33,2654.67
PAY-7395,INV-9285,2026-12-15,206303.43,0.00
PAY-5136,INV-5240,2026-04-20,479796.83,-10437.17
PAY-3918,INV-3981,2026-03-13,414962.21,0.00
PAY-6979,INV-7100,2025-06-27,844456.64,32638.07
PAY-1335,INV-1346,2026-11-12,9471.76,993.38
PAY-7344,INV-7465,2025-06-24,505187.92,17398.30
PAY-6570,INV-6690,2025-11-01,341215.12,0.00
PAY-4505,INV-4588,2026-10-07,769173.05,0.00
PAY-5056,INV-5156,2026-06-09,1274242.26,19802.99
PAY-7338,INV-7460,2026-11-15,850050.09,0.00
PAY-5910,INV-6025,2025-06-24,1883868.07,59870.04
PAY-6575,INV-6693,2026-09-20,484416.75,0.00
PAY-7390,INV-9120,2025-12-10,15294.13,0.00
PAY-6746,INV-6860,2026-06-03,377191.22,7788.79
PAY-7410,INV-9184,2025-07-03,195125.45,0.00
PAY-5332,INV-5439,2025-11-07,343807.00,0.00
PAY-3964,INV-4026,2025-09-21,970006.89,0.00
PAY-2674,INV-2694,2026-12-19,766806.70,0.00
PAY-2477,INV-2492,2025-05-28,258715.16,0.00
PAY-4777,INV-4862,2025-11-17,1039735.03,53591.88
PAY-6079,INV-6193,2027-01-25,1518322.06,0.00
PAY-5704,INV-5812,13-12-2026,658844.51,56245.18
PAY-4960,INV-5050,2026-10-24,1868059.20,0.00
PAY-3592,INV-3653,2025-02-30,1043140.80,28667.81
PAY-6049,INV-6159,2025-12-03,636485.79,
PAY-7260,INV-7387,23-06-2025,,0.00
PAY-5003,INV-5097,2025-09-16,1250023.05,0.00
PAY-7343,INV-7465,2025-07-07,1029069.65,0.00
PAY-6398,INV-6511,2026-02-24,1186984.46,0.00
PAY-6020,INV-6134,,1117315.45,-52157.80
PAY-1067,INV-1070,2026-01-09,1475325.69,0.00
PAY-7010,INV-7134,2026-02-30,80958.55,
PAY-3310,INV-3375,2025-05-31,1044655.87,5148.34
PAY-4248,INV-4324,2025-08-28,12155.64,0.00
PAY-1737,INV-1748,2026-03-11,190519.29,0.00
PAY-7471,INV-9234,2026-04-17,280247.61,0.00
PAY-1595,INV-1608,2026-10-16,904235.66,0.00
PAY-1120,INV-1127,2025-07-11,1121067.35,0.00
PAY-1822,INV-1837,2025-11-15,54431.78,-1866.27
PAY-6306,INV-6418,2025-07-21,1142407.62,0.00
PAY-6416,INV-6532,2026-07-25,1127408.09,0.00
PAY-3366,INV-3429,2025-12-03,90886.97,0.00
PAY-6325,INV-6437,2026-11-14,1135422.78,56429.53
PAY-5007,INV-5102,,188244.93,0.00
PAY-5368,INV-5475,2026-12-16,1702624.81,
PAY-5810,INV-5921,2026-08-14,945176.40,
PAY-1464,INV-1475,2026-09-23,1320275.25,
PAY-4881,INV-4972,2026-11-21,382392.14,51272.10
PAY-6177,INV-6287,2026-10-13,645154.31,22102.01
PAY-1333,INV-1344,2025-12-08,351992.06,28380.13
PAY-4757,INV-4841,2026-09-13,1098440.82,51029.47
PAY-5550,INV-5656,2026-10-09,1693800.31,0.00
PAY-4513,INV-4594,,660455.14,52644.90
PAY-3209,INV-3271,2026-11-24,216208.48,6636.81
PAY-2080,INV-2098,2026-07-04,1742112.39,
PAY-3786,INV-3851,2026-07-12,456970.90,60.59
